Comune,Casi da inizio pandemia,Deceduti da inizio pandemia,Attuali ricoverati in rianimazione,Attuali ricoverati in altri reparti,In isolamento domiciliare ultimi 30gg
FAGNANO CASTELLO,421,6,-,-,-
FALCONARA ALBANESE,282,-,-,-,-
FIGLINE VEGLIATURO,341,-,-,-,-
FIRMO,321,-,-,-,-
FIUMEFREDDO BRUZIO,760,-,-,-,-
FRANCAVILLA MARITTIMA,626,-,-,-,-
FRASCINETO,416,-,-,-,-
FUSCALDO,1830,8,-,-,-
GRIMALDI,402,-,-,-,-
GRISOLIA,471,-,-,-,-
GUARDIA PIEMONTESE,391,-,-,-,-
LAGO,569,-,-,-,-
LAINO BORGO,428,-,-,-,-
LAINO CASTELLO,173,-,-,-,-
LAPPANO,170,-,-,-,-
LATTARICO,972,6,-,-,-
LONGOBARDI,501,23,-,-,-
LONGOBUCCO,740,-,-,-,-
LUNGRO,340,6,-,-,-
LUZZI,2104,17,-,-,-
MAIERA',206,-,-,-,-
MALITO,153,-,-,-,-
MALVITO,288,8,-,-,-
MANDATORICCIO,535,-,-,-,-
MANGONE,475,-,-,-,-
MARANO MARCHESATO,916,8,-,-,-
MARANO PRINCIPATO,670,-,-,-,-
MARZI,222,-,-,-,-
MENDICINO,2379,9,-,-,-
MONGRASSANO,436,6,-,-,-
MONTALTO UFFUGO,6287,26,-,-,-
MONTEGIORDANO,367,-,-,-,-
MORANO CALABRO,301,10,-,-,-
MORMANNO,261,9,-,-,-
MOTTAFOLLONE,155,-,-,-,-
NOCARA,42,-,-,-,-
ORIOLO,146,-,-,-,-
ORSOMARSO,239,-,-,-,-
PALUDI,194,-,-,-,-
PANETTIERI,38,-,-,-,-
PAOLA,3371,31,-,-,-
PAPASIDERO,38,-,-,-,-
PARENTI,557,-,-,-,-
PATERNO CALABRO,372,-,-,-,-
PEDIVIGLIANO,190,-,-,-,-
PIANE CRATI,323,-,-,-,-
PIETRAFITTA,200,-,-,-,-
PIETRAPAOLA,273,-,-,-,-
PLATACI,86,-,-,-,-
PRAIA A MARE,1005,7,-,-,-
RENDE,10183,53,-,-,-
ROCCA IMPERIALE,354,-,-,-,-
ROGGIANO GRAVINA,1366,17,-,-,-
ROGLIANO,1367,11,-,-,-
ROSE,1069,8,-,-,-
ROSETO CAPO SPULICO,190,-,-,-,-
ROTA GRECA,208,-,-,-,-
ROVITO,468,-,-,-,-
SAN BASILE,120,-,-,-,-
SAN BENEDETTO ULLANO,269,-,-,-,-
SAN COSMO ALBANESE,183,6,-,-,-
SAN DEMETRIO CORONE,616,-,-,-,-
SAN DONATO DI NINEA,247,-,-,-,-
SAN FILI,505,6,-,-,-
SAN GIORGIO ALBANESE,319,6,-,-,-
SAN GIOVANNI IN FIORE,3947,33,-,-,-
SAN LORENZO BELLIZZI,77,-,-,-,-
SAN LORENZO DEL VALLO,462,-,-,-,-
SAN LUCIDO,937,9,-,-,-
SAN MARCO ARGENTANO,1593,7,-,-,-
SAN MARTINO DI FINITA,222,-,-,-,-
SAN NICOLA ARCELLA,272,-,-,-,-
SAN PIETRO IN AMANTEA,124,-,-,-,-
SAN PIETRO IN GUARANO,958,9,-,-,-
SAN SOSTI,366,7,-,-,-
SAN VINCENZO LA COSTA,608,-,-,-,-
SANGINETO,163,-,-,-,-
SANTA CATERINA ALBANESE,108,-,-,-,-
SANTA DOMENICA TALAO,74,-,-,-,-
SANTA MARIA DEL CEDRO,789,-,-,-,-
SANTA SOFIA D'EPIRO,263,7,-,-,-
SANT'AGATA DI ESARO,123,-,-,-,-
SANTO STEFANO DI ROGLIANO,585,-,-,-,-
SARACENA,831,6,-,-,-
SCALA COELI,41,-,-,-,-
SCALEA,2140,8,-,-,-
SCIGLIANO,174,-,-,-,-
SERRA D'AIELLO,151,-,-,-,-
SPEZZANO ALBANESE,1190,19,-,-,-
SPEZZANO DELLA SILA,911,14,-,-,-
TARSIA,409,-,-,-,-
TERRANOVA DA SIBARI,959,12,-,-,-
TERRAVECCHIA,95,-,-,-,-
TORANO CASTELLO,910,20,-,-,-
TORTORA,820,9,-,-,-
TREBISACCE,1780,15,-,-,-
VACCARIZZO ALBANESE,228,-,-,-,-
VERBICARO,231,6,-,-,-
VILLAPIANA,822,-,-,-,-
ZUMPANO,785,-,-,-,-
